ensembl_gene_id	hgnc_symbol	band	chromosome_name	start_position	end_position	gene_biotype	strand
ENSG00000140993	TIGD7	p13.3	16	3348832	3355729	protein_coding	-1
ENSG00000183148	ANKRD20A2	p12	9	42368303	42411410	protein_coding	1
ENSG00000163602	RYBP	p13	3	72420976	72496069	protein_coding	-1
ENSG00000122140	MRPS2	q34.3	9	138391830	138396519	protein_coding	1
ENSG00000102317	RBM3	p11.23	X	48432837	48437454	protein_coding	1
ENSG00000170855	TRIAP1	q24.31	12	120881764	120884215	protein_coding	-1
ENSG00000131378	RFTN1	p24.3	3	16355081	16555533	protein_coding	-1
ENSG00000133020	MYH8	p13.1	17	10293639	10325267	protein_coding	-1
ENSG00000162086	ZNF75A	p13.3	16	3355406	3368852	protein_coding	1
ENSG00000257218	GATC	q24.31	12	120884241	120899389	protein_coding	1
ENSG00000008869	HEATR5B	p22.2	2	37195526	37311485	protein_coding	-1
ENSG00000130856	ZNF236	q23	18	74534563	74682683	protein_coding	1
ENSG00000112651	MRPL2	p21.1	6	43021767	43027544	protein_coding	-1
ENSG00000144736	SHQ1	p13	3	72798428	72911065	protein_coding	-1
ENSG00000176563	CNTD1	q21.31	17	40950810	40963605	protein_coding	1
ENSG00000168421	RHOH	p14	4	40192673	40248587	protein_coding	1
ENSG00000005810	MYCBP2	q22.3	13	77618792	77901185	protein_coding	-1
ENSG00000142453	CARM1	p13.2	19	10982189	11033453	protein_coding	1
ENSG00000224941	TCF19	p22.1	HSCHR6_MHC_MANN	31171310	31176939	protein_coding	1
ENSG00000160349	LCN1	q34.3	9	138413284	138418378	protein_coding	1
ENSG00000111786	SRSF9	q24.31	12	120899471	120907596	protein_coding	-1
ENSG00000168158	OR2C1	p13.3	16	3405889	3406924	protein_coding	1
ENSG00000137747	TMPRSS13	q23.3	11	117771358	117800174	protein_coding	-1
ENSG00000182372	CLN8	p23.3	8	1703944	1734738	protein_coding	1
ENSG00000132661	NXT1	p11.21	20	23331373	23335414	protein_coding	1
ENSG00000204351	SKIV2L	p21.33	6	31926857	31937532	protein_coding	1
ENSG00000134539	KLRD1	p13.2	12	10378657	10469850	protein_coding	1
ENSG00000182149	IST1	q22.2	16	71879899	71962913	protein_coding	1
ENSG00000203685	C1orf95	q42.12	1	226736501	226796915	protein_coding	1
ENSG00000147255	IGSF1	q26.2	X	130407480	130533677	protein_coding	-1
ENSG00000168658	VWA3B	q11.2	2	98703579	98929762	protein_coding	1
ENSG00000122136	OBP2A	q34.3	9	138437985	138441815	protein_coding	1
ENSG00000174343	CHRNA9	p14	4	40337346	40357234	protein_coding	1
ENSG00000175077	RTP1	q27.3	3	186915274	186919253	protein_coding	1
ENSG00000125812	GZF1	p11.21	20	23342787	23353700	protein_coding	1
ENSG00000232196	MTRNR2L4	p13.3	16	3421053	3422283	protein_coding	-1
ENSG00000142611	PRDM16	p36.32	1	2985732	3355185	protein_coding	1
ENSG00000106333	PCOLCE	q22.1	7	100199800	100205798	protein_coding	1
ENSG00000228582	TAP2	p21.32	HSCHR6_MHC_COX	32711936	32728881	protein_coding	-1
ENSG00000213923	CSNK1E	q13.1	22	38686697	38794527	protein_coding	-1
ENSG00000051341	POLQ	q13.33	3	121150278	121264853	protein_coding	-1
ENSG00000185049	NELFA	p16.3	4	1984441	2043630	protein_coding	-1
ENSG00000215126	CBWD7	p12	9	42668608	42714962	protein_coding	1
ENSG00000206403	ABHD16A	p21.33	HSCHR6_MHC_QBL	31644972	31661447	protein_coding	-1
ENSG00000230336	POU5F1	p22.1	HSCHR6_MHC_MANN	31172166	31183436	protein_coding	-1
ENSG00000143772	ITPKB	q42.12	1	226819391	226927024	protein_coding	-1
ENSG00000146576	C7orf26	p22.1	7	6629648	6648357	protein_coding	1
ENSG00000143621	ILF2	q21.3	1	153634512	153643524	protein_coding	-1
ENSG00000130733	YIPF2	p13.2	19	11033444	11039357	protein_coding	-1
ENSG00000094804	CDC6	q21.2	17	38443885	38459171	protein_coding	1
ENSG00000140987	ZSCAN32	p13.3	16	3432085	3451065	protein_coding	-1
ENSG00000173559	NABP1	q32.3	2	192542794	192561385	protein_coding	1
ENSG00000050730	TNIP3	q27	4	122052563	122148621	protein_coding	-1
ENSG00000125814	NAPB	p11.21	20	23355159	23402125	protein_coding	-1
ENSG00000164088	PPM1M	p21.2	3	52279841	52284613	protein_coding	1
ENSG00000185880	TRIM69	q21.1	15	45021186	45060027	protein_coding	1
ENSG00000122133	PAEP	q34.3	9	138453602	138458801	protein_coding	1
ENSG00000163694	RBM47	p14	4	40425272	40632892	protein_coding	-1
ENSG00000115474	KCNJ13	q37.1	2	233631174	233641278	protein_coding	-1
ENSG00000162236	STX5	q12.3	11	62574369	62599560	protein_coding	-1
ENSG00000186501	TMEM222	p36.11	1	27648651	27662891	protein_coding	1
ENSG00000165821	SALL2	q11.2	14	21989232	22005350	protein_coding	-1
ENSG00000184271	POU6F1	q13.13	12	51580719	51611477	protein_coding	-1
ENSG00000184752	NDUFA12	q22	12	95290831	95397546	protein_coding	-1
ENSG00000088986	DYNLL1	q24.31	12	120907653	120936296	protein_coding	1
ENSG00000182600	C2orf82	q37.1	2	233721980	233743418	protein_coding	1
ENSG00000182473	EXOC7	q25.1	17	74077087	74117657	protein_coding	-1
ENSG00000197826	C4orf22	q21.21	4	81256874	81884910	protein_coding	1
ENSG00000150527	CTAGE5	q21.1	14	39734488	39856156	protein_coding	1
ENSG00000140675	SLC5A2	p11.2	16	31494323	31502181	protein_coding	1
ENSG00000186103	ARGFX	q13.33	3	121289551	121305481	protein_coding	1
ENSG00000204828	FOXD4L2	p12	9	42717234	42720342	protein_coding	1
ENSG00000241852	C8orf58	p21.3	8	22457114	22461663	protein_coding	1
ENSG00000104728	ARHGEF10	p23.3	8	1772142	1906807	protein_coding	1
ENSG00000163833	FBXO40	q13.33	3	121311966	121349139	protein_coding	1
ENSG00000227761	BAG6	p21.33	HSCHR6_MHC_DBB	31588979	31602664	protein_coding	-1
ENSG00000092345	DAZL	p24.3	3	16628299	16711813	protein_coding	-1
ENSG00000055609	KMT2C	q36.1	7	151832010	152133090	protein_coding	-1
ENSG00000204007	GLT6D1	q34.3	9	138515502	138531386	protein_coding	-1
ENSG00000143801	PSEN2	q42.13	1	227057885	227083806	protein_coding	1
ENSG00000103343	ZNF174	p13.3	16	3451235	3459370	protein_coding	1
ENSG00000215186	GOLGA6B	q24.1	15	72947079	72958735	protein_coding	1
ENSG00000168135	KCNJ4	q13.1	22	38822332	38851205	protein_coding	-1
ENSG00000198160	MIER1	p31.3	1	67390578	67454302	protein_coding	1
ENSG00000132498	ANKRD20A3	p12	9	43064966	43133544	protein_coding	-1
ENSG00000148386	LCN9	q34.3	9	138555168	138558268	protein_coding	1
ENSG00000189090	FAM25B	q11.22	10	47177204	47181681	protein_coding	-1
ENSG00000126950	TMEM35	q22.1	X	100333709	100351353	protein_coding	1
ENSG00000264424	MYH4	p13.1	17	10346607	10372876	protein_coding	-1
ENSG00000127241	MASP1	q27.3	3	186935942	187009810	protein_coding	-1
ENSG00000100196	KDELR3	q13.1	22	38864067	38879452	protein_coding	1
ENSG00000152785	BMP3	q21.21	4	81952119	81978685	protein_coding	1
ENSG00000185105	MYADML2	q25.3	17	79897521	79905109	protein_coding	-1
ENSG00000153896	ZNF599	q13.11	19	35248981	35264134	protein_coding	-1
ENSG00000165643	SOHLH1	q34.3	9	138585253	138591374	protein_coding	-1
ENSG00000167981	ZNF597	p13.3	16	3486104	3493542	protein_coding	-1
ENSG00000236609	ZNF853	p22.1	7	6655248	6663921	protein_coding	1
ENSG00000175202	HIGD2B	q24.1	15	72968124	72978490	protein_coding	-1
ENSG00000066248	NGEF	q37.1	2	233743396	233877982	protein_coding	-1
ENSG00000110871	COQ5	q24.31	12	120941077	120972237	protein_coding	-1
ENSG00000185269	NOTUM	q25.3	17	79910388	79919716	protein_coding	-1
ENSG00000255819	KLRC4-KLRK1	p13.2	12	10524952	10562745	protein_coding	-1
ENSG00000131759	RARA	q21.2	17	38465444	38513094	protein_coding	1
ENSG00000065609	SNAP91	q14.2	6	84262599	84419410	protein_coding	-1
ENSG00000110324	IL10RA	q23.3	11	117857063	117872196	protein_coding	1
ENSG00000185775	SPATA31A6	p11.2	9	43624507	43630730	protein_coding	-1
ENSG00000162105	SHANK2	q13.4	11	70313961	70963623	protein_coding	-1
ENSG00000150275	PCDH15	q21.1	10	55562531	57387702	protein_coding	-1
ENSG00000082397	EPB41L3	p11.31	18	5392383	5630699	protein_coding	-1
ENSG00000138669	PRKG2	q21.21	4	82009837	82136218	protein_coding	-1
ENSG00000168661	ZNF30	q13.11	19	35417807	35436074	protein_coding	1
ENSG00000142538	PTH2	q13.33	19	49925671	49926698	protein_coding	-1
ENSG00000261949	GFY	q13.33	19	49927006	49932075	protein_coding	1
ENSG00000140688	C16orf58	p11.2	16	31500792	31520630	protein_coding	-1
ENSG00000180353	HCLS1	q13.33	3	121350246	121379774	protein_coding	-1
ENSG00000124570	SERPINB6	p25.2	6	2948393	2972090	protein_coding	-1
ENSG00000148835	TAF5	q24.33	10	105127724	105148822	protein_coding	1
ENSG00000235715	PSMB8	p21.32	HSCHR6_MHC_COX	32730817	32734804	protein_coding	-1
ENSG00000186867	QRFPR	q27	4	122250467	122302214	protein_coding	-1
ENSG00000100201	DDX17	q13.1	22	38879445	38903665	protein_coding	-1
ENSG00000104888	SLC17A7	q13.33	19	49932658	49945617	protein_coding	-1
ENSG00000104738	MCM4	q11.21	8	48872745	48890720	protein_coding	1
ENSG00000154529	CNTNAP3B	p11.2	9	43684902	43924049	protein_coding	1
ENSG00000169208	OR10G3	q11.2	14	22037934	22038875	protein_coding	-1
ENSG00000180884	ZNF792	q13.11	19	35447258	35454953	protein_coding	-1
ENSG00000255582	OR10G2	q11.2	14	22101992	22103096	protein_coding	-1
ENSG00000164091	WDR82	p21.1	3	52288437	52322036	protein_coding	-1
ENSG00000164438	TLX3	q35.1	5	170736288	170739138	protein_coding	1
ENSG00000237022	HLA-C	p22.1	HSCHR6_MHC_MANN	31280024	31283395	protein_coding	-1
ENSG00000158941	CCAR2	p21.3	8	22462145	22479027	protein_coding	1
ENSG00000163050	ADCK3	q42.13	1	227085237	227175246	protein_coding	1
ENSG00000140463	BBS4	q24.1	15	72978527	73030817	protein_coding	1
ENSG00000197971	MBP	q23	18	74690783	74845639	protein_coding	-1
ENSG00000100722	ZC3H14	q31.3	14	89029253	89079853	protein_coding	1
ENSG00000142765	SYTL1	p36.11	1	27668513	27680421	protein_coding	1
ENSG00000154822	PLCL2	p24.3	3	16844159	17132086	protein_coding	1
ENSG00000158604	TMED4	p13	7	44617493	44621886	protein_coding	-1
ENSG00000122390	NAA60	p13.3	16	3493611	3536963	protein_coding	1
ENSG00000101940	WDR13	p11.23	X	48448430	48463581	protein_coding	1
ENSG00000248672	LY75-CD302	q24.2	2	160628362	160761221	protein_coding	-1
ENSG00000164919	COX6C	q22.2	8	100885428	100906290	protein_coding	-1
ENSG00000133316	WDR74	q12.3	11	62599814	62609281	protein_coding	-1
ENSG00000261456	TUBB8	p15.3	HG905_PATCH	96892	100113	protein_coding	-1
ENSG00000138315	OIT3	q22.1	10	74653339	74692791	protein_coding	1
ENSG00000204172	AGAP10	q11.22	10	47191844	47239738	protein_coding	-1
ENSG00000164111	ANXA5	q27	4	122589110	122618268	protein_coding	-1
ENSG00000168237	GLYCTK	p21.1	3	52321105	52329272	protein_coding	1
ENSG00000142444	C19orf52	p13.2	19	11039409	11044211	protein_coding	1
ENSG00000107147	KCNT1	q34.3	9	138594031	138684992	protein_coding	1
ENSG00000089351	GRAMD1A	q13.11	19	35485688	35517375	protein_coding	1
ENSG00000206402	LY6G6D	p21.33	HSCHR6_MHC_QBL	31664920	31675931	protein_coding	1
ENSG00000221977	OR4E2	q11.2	14	22133297	22134238	protein_coding	1
ENSG00000177453	NIM1K	p12	5	43192173	43280952	protein_coding	1
ENSG00000260150	ZMYND11	p15.3	HG905_PATCH	184465	304637	protein_coding	1
ENSG00000120798	NR2C1	q22	12	95414005	95467479	protein_coding	-1
ENSG00000183283	DAZAP2	q13.13	12	51632076	51665146	protein_coding	1
ENSG00000130762	ARHGEF16	p36.32	1	3370990	3397677	protein_coding	1
ENSG00000181163	NPM1	q35.1	5	170814120	170838141	protein_coding	1
ENSG00000104872	PIH1D1	q13.33	19	49949555	49956754	protein_coding	-1
ENSG00000154537	FAM27C	p11.2	9	44990314	44991483	protein_coding	1
ENSG00000198250	ANTXRL	q11.22	10	47657581	47701443	protein_coding	1
ENSG00000182368	FAM27A	p11.2	9	45727107	45728274	protein_coding	1
ENSG00000112655	PTK7	p21.1	6	43044006	43129457	protein_coding	1
ENSG00000124588	NQO2	p25.2	6	2988221	3019996	protein_coding	1
ENSG00000138670	RASGEF1B	q21.22	4	82347547	82965397	protein_coding	-1
ENSG00000112972	HMGCS1	p12	5	43289497	43313614	protein_coding	-1
ENSG00000164631	ZNF12	p22.1	7	6728064	6746554	protein_coding	-1
ENSG00000204807	FAM27E2	p11.2	9	45733559	45734896	protein_coding	1
ENSG00000108576	SLC6A4	q11.2	17	28521337	28563020	protein_coding	-1
ENSG00000213809	KLRK1	p13.2	12	10524952	10544473	protein_coding	-1
ENSG00000237198	FAM27E1	p11.2	9	46385691	46387031	protein_coding	-1
ENSG00000231997	FAM27D1	p11.2	9	46389110	46391556	protein_coding	1
ENSG00000100206	DMC1	q13.1	22	38914954	38966291	protein_coding	-1
ENSG00000224608	HLA-B	p22.1	HSCHR6_MHC_MANN	31364707	31368080	protein_coding	-1
ENSG00000243804	LY6G6F	p21.33	HSCHR6_MHC_QBL	31664901	31668612	protein_coding	1
ENSG00000183250	C21orf67	q22.3	21	46352729	46359828	protein_coding	-1
ENSG00000120709	FAM53C	q31.2	5	137667624	137685416	protein_coding	1
ENSG00000215131	C16orf90	p13.3	16	3543484	3545480	protein_coding	-1
ENSG00000169696	ASPSCR1	q25.3	17	79934683	79975282	protein_coding	1
ENSG00000262046	TMEM97	q11.2	HG883_PATCH	26646121	26655707	protein_coding	1
ENSG00000206401	LY6G6E	p21.33	HSCHR6_MHC_QBL	31670355	31671831	protein_coding	-1
ENSG00000137648	TMPRSS4	q23.3	11	117947753	117992605	protein_coding	1
ENSG00000125823	CSTL1	p11.21	20	23420322	23425567	protein_coding	1
ENSG00000116704	SLC35D1	p31.3	1	67465015	67519782	protein_coding	-1
ENSG00000160256	FAM207A	q22.3	21	46359925	46396904	protein_coding	1
ENSG00000169418	NPR1	q21.3	1	153651113	153666468	protein_coding	1
ENSG00000158526	TSR2	p11.22	X	54466834	54471920	protein_coding	1
ENSG00000138308	PLA2G12B	q22.1	10	74694928	74714536	protein_coding	-1
ENSG00000136155	SCEL	q22.3	13	78109809	78219398	protein_coding	1
ENSG00000125831	CST11	p11.21	20	23431040	23433494	protein_coding	-1
ENSG00000234734	SPATA31A7	q12	9	65503363	65509610	protein_coding	-1
ENSG00000105953	OGDH	p13	7	44646171	44748665	protein_coding	1
ENSG00000176595	KBTBD11	p23.3	8	1922044	1955102	protein_coding	1
ENSG00000183542	KLRC4	p13.2	12	10559983	10562356	protein_coding	-1
ENSG00000162591	MEGF6	p36.32	1	3406484	3528059	protein_coding	-1
ENSG00000188686	SCXA	q24.3	8	145490549	145492470	protein_coding	1
ENSG00000243449	C4orf48	p16.3	4	2043689	2045697	protein_coding	1
ENSG00000125815	CST8	p11.21	20	23471738	23476655	protein_coding	1
ENSG00000077063	CTTNBP2	q31.31	7	117350705	117514193	protein_coding	-1
ENSG00000102384	CENPI	q22.1	X	100353178	100418670	protein_coding	1
ENSG00000206396	C6orf25	p21.33	HSCHR6_MHC_QBL	31676607	31684720	protein_coding	1
ENSG00000204632	HLA-G	p22.1	6	29794744	29798902	protein_coding	1
ENSG00000196458	ZNF605	q24.33	12	133498019	133532892	protein_coding	-1
ENSG00000232833	FAM27E3	q13	9	67784944	67786624	protein_coding	-1
ENSG00000184949	FAM227A	q13.1	22	38974125	39052634	protein_coding	-1
ENSG00000101435	CST9L	p11.21	20	23545369	23549386	protein_coding	-1
ENSG00000170215	FAM27B	q13	9	67792938	67794111	protein_coding	-1
ENSG00000167014	C15orf43	q21.1	15	45248900	45271427	protein_coding	1
ENSG00000152133	GPATCH11	p22.2	2	37311594	37326387	protein_coding	1
ENSG00000173335	CST9	p11.21	20	23583047	23586513	protein_coding	-1
ENSG00000102302	FGD1	p11.22	X	54471887	54522599	protein_coding	-1
ENSG00000203963	C1orf141	p31.3	1	67557848	67697536	protein_coding	-1
ENSG00000103351	CLUAP1	p13.3	16	3550924	3589048	protein_coding	1
ENSG00000235233	MICA	p22.1	HSCHR6_MHC_MANN	31410600	31427049	protein_coding	1
ENSG00000161618	ALDH16A1	q13.33	19	49956426	49974305	protein_coding	1
ENSG00000196774	ANKRD20A1	q13	9	67926761	67969840	protein_coding	1
ENSG00000101439	CST3	p11.21	20	23608534	23619110	protein_coding	-1
ENSG00000036448	MYOM2	p23.3	8	1993155	2113475	protein_coding	1
ENSG00000185122	HSF1	q24.3	8	145515280	145538385	protein_coding	1
ENSG00000022840	RNF10	q24.31	12	120971283	121015397	protein_coding	1
ENSG00000140263	SORD	q21.1	15	45315302	45369383	protein_coding	1
ENSG00000131374	TBC1D5	p24.3	3	17198654	18486309	protein_coding	-1
ENSG00000101441	CST4	p11.21	20	23666277	23669677	protein_coding	-1
ENSG00000102984	ZNF821	q22.2	16	71893583	71929239	protein_coding	-1
ENSG00000130559	CAMSAP1	q34.3	9	138700333	138799074	protein_coding	-1
ENSG00000132554	RGS22	q22.2	8	100973164	101143496	protein_coding	-1
ENSG00000182185	RAD51B	q24.1	14	68286496	69196935	protein_coding	1
ENSG00000179299	NSUN7	p14	4	40751914	40812002	protein_coding	1
ENSG00000151882	CCL28	p12	5	43376747	43412493	protein_coding	-1
ENSG00000183153	GJD3	q21.2	17	38517235	38520067	protein_coding	-1
ENSG00000100211	CBY1	q13.1	22	39052641	39069859	protein_coding	1
ENSG00000185818	NAT8L	p16.3	4	2061239	2070816	protein_coding	1
ENSG00000170373	CST1	p11.21	20	23728190	23731905	protein_coding	-1
ENSG00000115488	NEU2	q37.1	2	233897382	233899767	protein_coding	1
ENSG00000231372	MICB	p22.1	HSCHR6_MHC_MANN	31512918	31518423	protein_coding	1
ENSG00000204793	FOXD4L6	q21.11	9	69199480	69202204	protein_coding	-1
ENSG00000143933	CALM2	p21	2	47387221	47403740	protein_coding	-1
ENSG00000122884	P4HA1	q22.1	10	74766975	74856732	protein_coding	-1
ENSG00000170369	CST2	p11.21	20	23804406	23807368	protein_coding	-1
ENSG00000106330	MOSPD3	q22.1	7	100209725	100213007	protein_coding	1
ENSG00000170367	CST5	p11.21	20	23856572	23860387	protein_coding	-1
ENSG00000131747	TOP2A	q21.2	17	38544768	38574202	protein_coding	-1
ENSG00000188313	PLSCR1	q24	3	146232967	146262651	protein_coding	-1
ENSG00000206398	LY6G6C	p21.33	HSCHR6_MHC_QBL	31676661	31679858	protein_coding	-1
ENSG00000011143	MKS1	q22	17	56282803	56296966	protein_coding	-1
ENSG00000100216	TOMM22	q13.1	22	39077953	39080818	protein_coding	1
ENSG00000238238	MCCD1	p22.1	HSCHR6_MHC_MANN	31536013	31537528	protein_coding	1
ENSG00000168003	SLC3A2	q12.3	11	62623518	62656352	protein_coding	1
ENSG00000197381	ADARB1	q22.3	21	46493768	46646478	protein_coding	1
ENSG00000162594	IL23R	p31.3	1	67632083	67725662	protein_coding	1
ENSG00000149435	GGTLC1	p11.21	20	23965690	23969416	protein_coding	-1
ENSG00000172893	DHCR7	q13.4	11	71139239	71163914	protein_coding	-1
ENSG00000130997	POLN	p16.3	4	2073645	2243848	protein_coding	-1
ENSG00000172986	GXYLT2	p13	3	72937224	73047289	protein_coding	1
ENSG00000101463	SYNDIG1	p11.21	20	24449835	24647252	protein_coding	1
ENSG00000181378	CCDC108	q35	2	219867568	219906249	protein_coding	-1
ENSG00000100221	JOSD1	q13.1	22	39081548	39097561	protein_coding	-1
ENSG00000140279	DUOX2	q21.1	15	45384848	45406542	protein_coding	-1
ENSG00000102385	DRP2	q22.1	X	100474758	100519486	protein_coding	1
ENSG00000197102	DYNC1H1	q32.31	14	102430865	102517129	protein_coding	1
ENSG00000090554	FLT3LG	q13.33	19	49977464	49989488	protein_coding	1
ENSG00000139737	SLAIN1	q22.3	13	78272023	78338377	protein_coding	1
ENSG00000015285	WAS	p11.23	X	48534985	48549818	protein_coding	1
ENSG00000153246	PLA2R1	q24.2	2	160788519	160919121	protein_coding	-1
ENSG00000105711	SCN1B	q13.12	19	35521588	35531352	protein_coding	1
ENSG00000130560	UBAC1	q34.3	9	138824815	138853226	protein_coding	-1
ENSG00000142733	MAP3K6	p36.11	1	27681675	27693383	protein_coding	-1
ENSG00000120733	KDM3B	q31.2	5	137688285	137772717	protein_coding	1
ENSG00000206395	DDAH2	p21.33	HSCHR6_MHC_QBL	31685048	31688627	protein_coding	-1
ENSG00000159322	ADPGK	q24.1	15	73043710	73078187	protein_coding	-1
ENSG00000163605	PPP4R2	p13	3	73045936	73118350	protein_coding	1
ENSG00000111186	WNT5B	p13.33	12	1639057	1756409	protein_coding	1
ENSG00000168497	SDPR	q32.3	2	192699028	192711981	protein_coding	-1
ENSG00000171054	OR13H1	q26.2	X	130677950	130679030	protein_coding	1
ENSG00000168918	INPP5D	q37.1	2	233924677	234116549	protein_coding	1
ENSG00000198393	ZNF26	q24.33	12	133562951	133589154	protein_coding	1
ENSG00000100226	GTPBP1	q13.1	22	39101728	39134304	protein_coding	1
ENSG00000151694	ADAM17	p25.1	2	9628615	9695921	protein_coding	-1
ENSG00000158109	TPRG1L	p36.32	1	3541566	3546691	protein_coding	1
ENSG00000204790	CBWD6	q21.11	9	69204538	69269662	protein_coding	-1
ENSG00000163825	RTP3	p21.31	3	46538981	46542439	protein_coding	1
ENSG00000262866	IFT20	q11.2	HG883_PATCH	26655352	26662515	protein_coding	-1
ENSG00000102967	DHODH	q22.2	16	72042487	72058954	protein_coding	1
ENSG00000071539	TRIP13	p15.33	5	892758	919472	protein_coding	1
ENSG00000109851	DBX1	p15.1	11	20177701	20182159	protein_coding	-1
ENSG00000148411	NACC2	q34.3	9	138898383	138987131	protein_coding	-1
ENSG00000114841	DNAH1	p21.1	3	52350335	52434507	protein_coding	1
ENSG00000169994	MYO7B	q14.3	2	128293378	128395304	protein_coding	1
ENSG00000077984	CST7	p11.21	20	24929866	24940564	protein_coding	1
ENSG00000144339	TMEFF2	q32.3	2	192813769	193060435	protein_coding	-1
ENSG00000163827	LRRC2	p21.31	3	46556913	46621589	protein_coding	-1
ENSG00000130119	GNL3L	p11.22	X	54556644	54587504	protein_coding	1
ENSG00000164112	TMEM155	q27	4	122680088	122686582	protein_coding	-1
ENSG00000140274	DUOXA2	q21.1	15	45406519	45410619	protein_coding	1
ENSG00000169402	RSPH10B2	p22.1	7	6793740	6838996	protein_coding	1
ENSG00000173915	USMG5	q24.33	10	105148798	105156223	protein_coding	-1
ENSG00000055332	EIF2AK2	p22.2	2	37326353	37384208	protein_coding	-1
ENSG00000243067	PSMB9	p21.32	HSCHR6_MHC_COX	32734237	32769688	protein_coding	1
ENSG00000042493	CAPG	p11.2	2	85621871	85645555	protein_coding	-1
ENSG00000238227	C9orf69	q34.3	9	139006427	139010731	protein_coding	-1
ENSG00000136160	EDNRB	q22.3	13	78469616	78493903	protein_coding	-1
ENSG00000109854	HTATIP2	p15.1	11	20385231	20405329	protein_coding	1
ENSG00000116213	WRAP73	p36.32	1	3547331	3569325	protein_coding	-1
ENSG00000101474	APMAP	p11.21	20	24943561	24973615	protein_coding	-1
ENSG00000127616	SMARCA4	p13.2	19	11071598	11176071	protein_coding	1
ENSG00000142748	FCN3	p36.11	1	27695603	27701315	protein_coding	-1
ENSG00000107187	LHX3	q34.3	9	139088096	139096955	protein_coding	-1
ENSG00000106327	TFR2	q22.1	7	100218039	100240402	protein_coding	-1
ENSG00000105707	HPN	q13.12	19	35531410	35557475	protein_coding	1
ENSG00000171823	FBXL14	p13.33	12	1675159	1703331	protein_coding	-1
ENSG00000137275	RIPK1	p25.2	6	3064225	3115421	protein_coding	1
ENSG00000206432	TMEM200C	p11.31	18	5882071	5895954	protein_coding	-1
ENSG00000262841	CDK7	q13.2	HSCHR5_1_CTG1	68530666	68573234	protein_coding	1
ENSG00000232125	DYTN	q33.3	2	207516345	207583120	protein_coding	-1
ENSG00000081985	IL12RB2	p31.3	1	67773047	67862583	protein_coding	1
ENSG00000155980	KIF5A	q13.3	12	57943781	57980415	protein_coding	1
ENSG00000006831	ADIPOR2	p13.33	12	1797740	1897844	protein_coding	1
ENSG00000143624	INTS3	q21.3	1	153700543	153746555	protein_coding	1
ENSG00000109061	MYH1	p13.1	17	10395624	10421860	protein_coding	-1
ENSG00000174950	CD164L2	p36.11	1	27705666	27709870	protein_coding	-1
ENSG00000148843	PDCD11	q24.33	10	105156405	105206049	protein_coding	1
ENSG00000165661	QSOX2	q34.3	9	139098179	139137687	protein_coding	-1
ENSG00000188827	SLX4	p13.3	16	3631182	3661599	protein_coding	-1
ENSG00000185000	DGAT1	q24.3	8	145539954	145550573	protein_coding	-1
ENSG00000225859	DDX39B	p22.1	HSCHR6_MHC_MANN	31537515	31553854	protein_coding	-1
ENSG00000177098	SCN4B	q23.3	11	118004092	118023603	protein_coding	-1
ENSG00000186807	ANXA8L2	q11.22	10	47746936	47763041	protein_coding	1
ENSG00000206394	CLIC1	p21.33	HSCHR6_MHC_QBL	31688591	31697781	protein_coding	-1
ENSG00000140254	DUOXA1	q21.1	15	45409569	45422136	protein_coding	-1
ENSG00000241186	TDGF1	p21.31	3	46616045	46668033	protein_coding	1
ENSG00000152192	POU4F1	q31.1	13	79172497	79177673	protein_coding	-1
ENSG00000143776	CDC42BPA	q42.13	1	227177566	227506175	protein_coding	-1
ENSG00000154655	L3MBTL4	p11.31	18	5954705	6415236	protein_coding	-1
ENSG00000138400	MDH1B	q33.3	2	207602487	207630271	protein_coding	-1
ENSG00000262407	CCDC125	q13.2	HSCHR5_1_CTG1	68577165	68628568	protein_coding	-1
ENSG00000138668	HNRNPD	q21.22	4	83273651	83295656	protein_coding	-1
ENSG00000147439	BIN3	p21.3	8	22477931	22526661	protein_coding	-1
ENSG00000056972	TRAF3IP2	q21	6	111877657	111927481	protein_coding	-1
ENSG00000140830	TXNL4B	q22.2	16	72078188	72128330	protein_coding	-1
ENSG00000142541	RPL13A	q13.33	19	49990811	49995565	protein_coding	1
ENSG00000152193	RNF219	q31.1	13	79188426	79233314	protein_coding	-1
ENSG00000160360	GPSM1	q34.3	9	139221932	139254057	protein_coding	1
ENSG00000181773	GPR3	p36.11	1	27719148	27722318	protein_coding	1
ENSG00000198040	ZNF84	q24.33	12	133613878	133639885	protein_coding	1
ENSG00000126581	BECN1	q21.31	17	40962152	40985367	protein_coding	-1
ENSG00000100242	SUN2	q13.1	22	39130730	39190148	protein_coding	-1
ENSG00000064652	SNX24	q23.2	5	122179134	122365049	protein_coding	1
ENSG00000158195	WASF2	p36.11	1	27730730	27816669	protein_coding	-1
ENSG00000170545	SMAGP	q13.13	12	51638342	51664674	protein_coding	-1
ENSG00000213918	DNASE1	p13.3	16	3661729	3730144	protein_coding	1
ENSG00000163697	APBB2	p13	4	40812044	41218731	protein_coding	-1
ENSG00000167419	LPO	q22	17	56295909	56345879	protein_coding	1
ENSG00000172890	NADSYN1	q13.4	11	71164155	71235153	protein_coding	1
ENSG00000196388	INCA1	p13.2	17	4891425	4900905	protein_coding	-1
ENSG00000213221	DNLZ	q34.3	9	139253932	139258241	protein_coding	-1
ENSG00000151881	C5orf28	p12	5	43444354	43483995	protein_coding	-1
